# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:41:58 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
#
kepid,kepoi_name,kepler_name,koi_pdisposition
2713018,K03235.01,,FALSE POSITIVE
7902003,K03236.01,,CANDIDATE
6587796,K03237.01,Kepler-1444 b,CANDIDATE
9489953,K03238.01,,FALSE POSITIVE
5305240,K03239.01,,FALSE POSITIVE
6206559,K03240.01,,FALSE POSITIVE
9532117,K03241.01,,FALSE POSITIVE
6928906,K03242.01,,FALSE POSITIVE
9821151,K03243.01,,FALSE POSITIVE
6850665,K03244.01,,FALSE POSITIVE
8073705,K03245.01,Kepler-1445 b,CANDIDATE
9885417,K03246.01,Kepler-1446 b,CANDIDATE
3336476,K03247.01,,FALSE POSITIVE
10917433,K03248.01,,CANDIDATE
9083564,K03249.01,,FALSE POSITIVE
7335713,K03250.01,,FALSE POSITIVE
8413968,K03251.01,,FALSE POSITIVE
5653072,K03252.01,,FALSE POSITIVE
2707985,K03253.01,,FALSE POSITIVE
9899141,K03254.01,,FALSE POSITIVE
8183288,K03255.01,Kepler-437 b,CANDIDATE
11305996,K03256.01,,FALSE POSITIVE
10420301,K03257.01,,FALSE POSITIVE
4366323,K03258.01,,CANDIDATE
2853029,K03259.01,,CANDIDATE
12156174,K03260.01,Kepler-1447 b,CANDIDATE
12055539,K03261.01,Kepler-1448 b,CANDIDATE
12056139,K03262.01,Kepler-1449 b,CANDIDATE
11853130,K03263.01,,CANDIDATE
9345933,K03264.01,,CANDIDATE
10030778,K03265.01,,FALSE POSITIVE
8826007,K03266.01,Kepler-1450 b,CANDIDATE
8620402,K03267.01,,CANDIDATE
8379021,K03268.01,,FALSE POSITIVE
8104030,K03269.01,,FALSE POSITIVE
6612327,K03270.01,,FALSE POSITIVE
7285757,K03271.01,,CANDIDATE
7285757,K03271.02,,CANDIDATE
4948730,K03272.01,,FALSE POSITIVE
5211922,K03273.01,,FALSE POSITIVE
5280587,K03274.01,Kepler-1451 b,CANDIDATE
5303346,K03275.01,,FALSE POSITIVE
3858879,K03276.01,,FALSE POSITIVE
3120904,K03277.01,Kepler-1452 b,CANDIDATE
3342467,K03278.01,,FALSE POSITIVE
3544640,K03279.01,,CANDIDATE
10653179,K03280.01,Kepler-1453 b,CANDIDATE
11177676,K03281.01,Kepler-1454 b,CANDIDATE
12066569,K03282.01,Kepler-1455 b,CANDIDATE
9008103,K03283.01,,FALSE POSITIVE
9008103,K03283.02,,CANDIDATE
9008103,K03283.03,,CANDIDATE
6497146,K03284.01,Kepler-438 b,CANDIDATE
8625813,K03285.01,,FALSE POSITIVE
8016691,K03286.01,Kepler-1456 b,CANDIDATE
6584273,K03287.01,Kepler-1457 b,CANDIDATE
5768816,K03288.01,Kepler-1458 b,CANDIDATE
5360974,K03289.01,,FALSE POSITIVE
4936990,K03290.01,,FALSE POSITIVE
6233483,K03291.01,,FALSE POSITIVE
5392871,K03292.01,,FALSE POSITIVE
3858851,K03293.01,,FALSE POSITIVE
3858917,K03294.01,,FALSE POSITIVE
4466356,K03295.01,,FALSE POSITIVE
9447166,K03296.01,Kepler-1459 b,CANDIDATE
9643043,K03297.01,,FALSE POSITIVE
8151055,K03298.01,Kepler-1460 b,CANDIDATE
7177555,K03299.01,,FALSE POSITIVE
7889486,K03300.01,,FALSE POSITIVE
7889486,K03300.02,,FALSE POSITIVE
8301878,K03301.01,,CANDIDATE
8233802,K03302.01,,FALSE POSITIVE
7510820,K03303.01,Kepler-1461 b,CANDIDATE
9307105,K03304.01,,FALSE POSITIVE
6880517,K03305.01,Kepler-1462 b,CANDIDATE
6615511,K03306.01,Kepler-1463 b,CANDIDATE
6131130,K03307.01,,CANDIDATE
3632089,K03308.01,Kepler-1464 b,CANDIDATE
3632089,K03308.02,Kepler-1464 c,CANDIDATE
5563300,K03309.01,,CANDIDATE
12253769,K03310.01,,CANDIDATE
12735830,K03311.01,Kepler-1465 b,CANDIDATE
11905409,K03312.01,,CANDIDATE
9571186,K03313.01,,CANDIDATE
9838060,K03314.01,,FALSE POSITIVE
8554701,K03315.01,Kepler-1466 b,CANDIDATE
9031209,K03316.01,Kepler-1467 b,CANDIDATE
7130418,K03317.01,,FALSE POSITIVE
8331612,K03318.01,,CANDIDATE
8331612,K03318.02,,CANDIDATE
5965819,K03319.01,,CANDIDATE
5965819,K03319.02,Kepler-1468 b,CANDIDATE
5965819,K03319.03,Kepler-1468 c,CANDIDATE
6690171,K03320.01,,CANDIDATE
6859801,K03321.01,,FALSE POSITIVE
7767733,K03322.01,,FALSE POSITIVE
5193659,K03323.01,,CANDIDATE
4271474,K03324.01,Kepler-1469 b,CANDIDATE
5130983,K03325.01,,FALSE POSITIVE
11093538,K03326.01,,FALSE POSITIVE
11044779,K03327.01,,FALSE POSITIVE
4634135,K03328.01,,FALSE POSITIVE
6955671,K03329.01,,CANDIDATE
4736644,K03330.01,Kepler-1470 b,CANDIDATE
5876805,K03331.01,,FALSE POSITIVE
5818068,K03332.01,,FALSE POSITIVE
12208887,K03333.01,,FALSE POSITIVE
11147814,K03334.01,,FALSE POSITIVE
10922659,K03335.01,,CANDIDATE
8892720,K03336.01,,FALSE POSITIVE
7692093,K03337.01,,CANDIDATE
7692093,K03337.02,,FALSE POSITIVE
8263752,K03338.01,,FALSE POSITIVE
8263752,K03338.02,,FALSE POSITIVE
7772914,K03339.01,,CANDIDATE
3529290,K03340.01,,CANDIDATE
3529290,K03340.02,,CANDIDATE
5621333,K03341.01,,CANDIDATE
5621333,K03341.02,,CANDIDATE
5392897,K03342.01,,FALSE POSITIVE
3236705,K03343.01,,CANDIDATE
11810124,K03344.01,,CANDIDATE
11810124,K03344.02,Kepler-1471 b,CANDIDATE
11810124,K03344.03,,CANDIDATE
11303322,K03345.01,Kepler-1472 b,CANDIDATE
11241912,K03346.01,Kepler-1473 b,CANDIDATE
8824737,K03347.01,,CANDIDATE
9349757,K03348.01,Kepler-1474 b,CANDIDATE
9349757,K03348.02,,CANDIDATE
8636333,K03349.01,Kepler-1475 b,CANDIDATE
7136958,K03350.01,,FALSE POSITIVE
1995732,K03351.01,,FALSE POSITIVE
8081239,K03352.01,Kepler-1476 b,CANDIDATE
7091432,K03353.01,Kepler-1477 b,CANDIDATE
9845909,K03354.01,,CANDIDATE
9221528,K03355.01,,CANDIDATE
6368230,K03356.01,Kepler-1478 b,CANDIDATE
7115291,K03357.01,,FALSE POSITIVE
4263529,K03358.01,,CANDIDATE
10711551,K03359.01,,FALSE POSITIVE
7866921,K03360.01,,FALSE POSITIVE
6619815,K03361.01,,CANDIDATE
3098197,K03362.01,,FALSE POSITIVE
11651712,K03363.01,Kepler-1479 b,CANDIDATE
11081512,K03364.01,,FALSE POSITIVE
11455428,K03365.01,Kepler-1480 b,CANDIDATE
10484409,K03366.01,,FALSE POSITIVE
10935993,K03367.01,,CANDIDATE
5257082,K03368.01,,CANDIDATE
5796185,K03369.01,,FALSE POSITIVE
11657614,K03370.01,,CANDIDATE
11657614,K03370.02,Kepler-1481 b,CANDIDATE
11125797,K03371.01,,CANDIDATE
11125797,K03371.02,Kepler-1482 b,CANDIDATE
9785921,K03372.01,,CANDIDATE
9785921,K03372.02,,FALSE POSITIVE
3102000,K03373.01,,FALSE POSITIVE
6705026,K03374.01,Kepler-1483 b,CANDIDATE
6705026,K03374.02,,CANDIDATE
6779726,K03375.01,,CANDIDATE
3098843,K03376.01,,FALSE POSITIVE
3098843,K03376.02,,FALSE POSITIVE
5553959,K03377.01,,CANDIDATE
4376629,K03378.01,,FALSE POSITIVE
2995392,K03379.01,Kepler-1484 b,CANDIDATE
3120308,K03380.01,,FALSE POSITIVE
3958301,K03381.01,,FALSE POSITIVE
3958301,K03381.02,,FALSE POSITIVE
9991621,K03382.01,,FALSE POSITIVE
8078502,K03383.01,,CANDIDATE
8644365,K03384.01,,CANDIDATE
8644365,K03384.02,Kepler-1485 b,CANDIDATE
9489947,K03385.01,,FALSE POSITIVE
6960487,K03386.01,,FALSE POSITIVE
6309264,K03387.01,,FALSE POSITIVE
3858988,K03388.01,,FALSE POSITIVE
3848966,K03389.01,,CANDIDATE
10798605,K03390.01,,FALSE POSITIVE
9452897,K03391.01,,CANDIDATE
9714123,K03392.01,,FALSE POSITIVE
9085563,K03393.01,Kepler-1486 b,CANDIDATE
7748487,K03394.01,,CANDIDATE
3219037,K03395.01,,CANDIDATE
3219037,K03395.02,,CANDIDATE
5710069,K03396.01,,CANDIDATE
6200810,K03397.01,,CANDIDATE
3561464,K03398.01,Kepler-1487 b,CANDIDATE
3561464,K03398.02,,CANDIDATE
3561464,K03398.03,,CANDIDATE
6359802,K03399.01,,FALSE POSITIVE
9328641,K03400.01,,FALSE POSITIVE
9966219,K03401.01,,CANDIDATE
9966219,K03401.02,,CANDIDATE
3757778,K03402.01,,FALSE POSITIVE
11754430,K03403.01,Kepler-1488 b,CANDIDATE
11754430,K03403.02,,CANDIDATE
8409295,K03404.01,Kepler-1489 b,CANDIDATE
8211605,K03405.01,,FALSE POSITIVE
11098573,K03406.01,,FALSE POSITIVE
7131760,K03407.01,Kepler-1490 b,CANDIDATE
11922778,K03408.01,,CANDIDATE
9468382,K03409.01,,FALSE POSITIVE
9285265,K03410.01,Kepler-1491 b,CANDIDATE
9285265,K03410.02,,CANDIDATE
6025124,K03411.01,,CANDIDATE
5780930,K03412.01,Kepler-1492 b,CANDIDATE
4164393,K03413.01,,FALSE POSITIVE
6023859,K03414.01,,FALSE POSITIVE
3433668,K03415.01,Kepler-1493 b,CANDIDATE
2849140,K03416.01,,CANDIDATE
7503885,K03417.01,Kepler-1494 b,CANDIDATE
3629330,K03418.01,Kepler-1495 b,CANDIDATE
11519134,K03419.01,,FALSE POSITIVE
7289338,K03420.01,,CANDIDATE
7289338,K03420.02,,CANDIDATE
5004909,K03421.01,,CANDIDATE
5898983,K03422.01,,CANDIDATE
3745559,K03423.01,,CANDIDATE
8356054,K03424.01,,FALSE POSITIVE
9117416,K03425.01,,CANDIDATE
9117416,K03425.02,,CANDIDATE
9117416,K03425.03,,CANDIDATE
5900235,K03426.01,,CANDIDATE
9907505,K03427.01,,FALSE POSITIVE
9027909,K03428.01,Kepler-1496 b,CANDIDATE
9230021,K03429.01,,CANDIDATE
9230021,K03429.02,Kepler-1497 b,CANDIDATE
9230021,K03429.03,,FALSE POSITIVE
9230021,K03429.04,,CANDIDATE
7697103,K03430.01,,CANDIDATE
9267996,K03431.01,,CANDIDATE
8738775,K03432.01,Kepler-1498 b,CANDIDATE
7093401,K03433.01,,CANDIDATE
8628665,K03434.01,,CANDIDATE
3945802,K03435.01,,FALSE POSITIVE
6265665,K03436.01,Kepler-1499 b,CANDIDATE
4645174,K03437.01,Kepler-1500 b,CANDIDATE
4645174,K03437.02,,CANDIDATE
6599975,K03438.01,Kepler-1501 b,CANDIDATE
4282191,K03439.01,Kepler-1502 b,CANDIDATE
3559860,K03440.01,,CANDIDATE
3559860,K03440.02,,CANDIDATE
10651945,K03441.01,,FALSE POSITIVE
9837586,K03442.01,,FALSE POSITIVE
7288306,K03443.01,Kepler-1503 b,CANDIDATE
5384713,K03444.01,,CANDIDATE
5384713,K03444.02,,CANDIDATE
5384713,K03444.03,,CANDIDATE
5384713,K03444.04,,CANDIDATE
11860395,K03445.01,Kepler-1504 b,CANDIDATE
2852528,K03446.01,,FALSE POSITIVE
5353137,K03447.01,,FALSE POSITIVE
3348216,K03448.01,,CANDIDATE
10798838,K03449.01,,FALSE POSITIVE
8560940,K03450.01,,FALSE POSITIVE
10793576,K03451.01,,CANDIDATE
7021177,K03452.01,,FALSE POSITIVE
4932689,K03453.01,,FALSE POSITIVE
7122259,K03454.01,,FALSE POSITIVE
6947668,K03455.01,,CANDIDATE
6364582,K03456.01,Kepler-1505 b,CANDIDATE
6364582,K03456.02,,CANDIDATE
9834257,K03457.01,,FALSE POSITIVE
6118370,K03458.01,Kepler-1506 b,CANDIDATE
2717158,K03459.01,,CANDIDATE
9664276,K03460.01,,CANDIDATE
2437112,K03461.01,,FALSE POSITIVE
2437112,K03461.02,,FALSE POSITIVE
9967009,K03462.01,,CANDIDATE
9967009,K03462.02,,CANDIDATE
5294945,K03463.01,,CANDIDATE
11874338,K03464.01,,FALSE POSITIVE
9763612,K03465.01,Kepler-1507 b,CANDIDATE
9468384,K03466.01,,FALSE POSITIVE
7121885,K03467.01,,FALSE POSITIVE
5213404,K03468.01,Kepler-1508 b,CANDIDATE
4844470,K03469.01,,CANDIDATE
9995771,K03470.01,,CANDIDATE
9995771,K03470.02,Kepler-1509 b,CANDIDATE
11875511,K03471.01,,FALSE POSITIVE
9536108,K03472.01,,CANDIDATE
8905246,K03473.01,,CANDIDATE
5213230,K03474.01,,CANDIDATE
6145201,K03475.01,,FALSE POSITIVE
5986209,K03476.01,,FALSE POSITIVE
9226339,K03477.01,,FALSE POSITIVE
7742408,K03478.01,,CANDIDATE
6525209,K03479.01,,FALSE POSITIVE
6525209,K03479.02,,FALSE POSITIVE
9843517,K03480.01,,CANDIDATE
8812045,K03481.01,,CANDIDATE
7288444,K03482.01,,CANDIDATE
3101923,K03483.01,,CANDIDATE
10881457,K03484.01,Kepler-1510 b,CANDIDATE
5471289,K03485.01,,FALSE POSITIVE
8121328,K03486.01,,CANDIDATE
9783760,K03487.01,,FALSE POSITIVE
6021655,K03488.01,,FALSE POSITIVE
9528430,K03489.01,,FALSE POSITIVE
8882847,K03490.01,,FALSE POSITIVE
12164634,K03491.01,,FALSE POSITIVE
5193077,K03492.01,,FALSE POSITIVE
8880123,K03493.01,,CANDIDATE
8231667,K03494.01,,CANDIDATE
9474756,K03495.01,,CANDIDATE
9474756,K03495.02,,CANDIDATE
7517261,K03496.01,Kepler-1511 b,CANDIDATE
7517261,K03496.02,,CANDIDATE
8424002,K03497.01,Kepler-1512 b,CANDIDATE
8635938,K03498.01,,FALSE POSITIVE
5471688,K03499.01,,FALSE POSITIVE
5471688,K03499.02,,FALSE POSITIVE
6058816,K03500.01,,CANDIDATE
6058816,K03500.02,,CANDIDATE
6286161,K03501.01,,FALSE POSITIVE
5385471,K03502.01,,FALSE POSITIVE
6368175,K03503.01,,CANDIDATE
6368175,K03503.02,,CANDIDATE
5471158,K03504.01,,FALSE POSITIVE
5471158,K03504.02,,CANDIDATE
4847843,K03505.01,,FALSE POSITIVE
8719419,K03506.01,,FALSE POSITIVE
8308682,K03507.01,,FALSE POSITIVE
6697817,K03508.01,,CANDIDATE
3439096,K03509.01,,FALSE POSITIVE
9028474,K03510.01,,FALSE POSITIVE
3644542,K03511.01,,FALSE POSITIVE
6182849,K03512.01,,FALSE POSITIVE
9851142,K03513.01,,FALSE POSITIVE
7117003,K03514.01,,FALSE POSITIVE
3240159,K03515.01,,FALSE POSITIVE
9658118,K03516.01,,FALSE POSITIVE
7132542,K03517.01,,FALSE POSITIVE
8589754,K03518.01,,FALSE POSITIVE
3757590,K03520.01,,FALSE POSITIVE
5456023,K03521.01,,FALSE POSITIVE
12021387,K03522.01,,FALSE POSITIVE
8044608,K03523.01,,FALSE POSITIVE
8760135,K03524.01,,FALSE POSITIVE
4073707,K03525.01,,FALSE POSITIVE
10292238,K03526.01,,FALSE POSITIVE
8733497,K03527.01,,FALSE POSITIVE
4255422,K03528.01,,FALSE POSITIVE
9837544,K03529.01,,FALSE POSITIVE
7877824,K03530.01,,FALSE POSITIVE
6947164,K03531.01,,FALSE POSITIVE
10748621,K03532.01,,FALSE POSITIVE
4824268,K03533.01,,FALSE POSITIVE
6431670,K03534.01,,FALSE POSITIVE
7376500,K03535.01,,FALSE POSITIVE
7987086,K03536.01,,FALSE POSITIVE
7374746,K03537.01,,FALSE POSITIVE
8668810,K03538.01,,FALSE POSITIVE
8868907,K03539.01,,FALSE POSITIVE
3865298,K03540.01,,FALSE POSITIVE
8868364,K03541.01,,FALSE POSITIVE
3964545,K03542.01,,FALSE POSITIVE
9656397,K03543.01,,FALSE POSITIVE
3735629,K03544.01,,FALSE POSITIVE
8244173,K03545.01,,FALSE POSITIVE
7287391,K03546.01,,FALSE POSITIVE
6756202,K03547.01,,FALSE POSITIVE
10215869,K03548.01,,FALSE POSITIVE
2307206,K03549.01,,FALSE POSITIVE
7025540,K03550.01,,FALSE POSITIVE
7620844,K03551.01,,FALSE POSITIVE
6233466,K03552.01,,FALSE POSITIVE
11249624,K03553.01,,FALSE POSITIVE
6426592,K03554.01,,FALSE POSITIVE
8491745,K03555.01,,FALSE POSITIVE
3970117,K03556.01,,FALSE POSITIVE
5534965,K03557.01,,FALSE POSITIVE
9965206,K03558.01,,FALSE POSITIVE
4247023,K03559.01,,FALSE POSITIVE
4848423,K03560.01,,FALSE POSITIVE
11403216,K03561.01,,FALSE POSITIVE
9948002,K03562.01,,FALSE POSITIVE
5264304,K03563.01,,FALSE POSITIVE
10960995,K03564.01,,FALSE POSITIVE
9592575,K03565.01,,FALSE POSITIVE
7898576,K03566.01,,FALSE POSITIVE
11671429,K03567.01,,FALSE POSITIVE
9773869,K03568.01,,FALSE POSITIVE
6707942,K03569.01,,FALSE POSITIVE
5023948,K03570.01,,FALSE POSITIVE
5113053,K03571.01,,FALSE POSITIVE
4743508,K03572.01,,FALSE POSITIVE
10068919,K03573.01,,FALSE POSITIVE
7353970,K03574.01,,FALSE POSITIVE
12316447,K03575.01,,FALSE POSITIVE
10491554,K03576.01,,FALSE POSITIVE
9785454,K03577.01,,FALSE POSITIVE
10464666,K03578.01,,FALSE POSITIVE
5024292,K03579.01,,FALSE POSITIVE
4659255,K03580.01,,FALSE POSITIVE
8263746,K03581.01,,FALSE POSITIVE
3428468,K03582.01,,FALSE POSITIVE
5130740,K03583.01,,FALSE POSITIVE
9892471,K03584.01,,FALSE POSITIVE
2019076,K03585.01,,FALSE POSITIVE
7376490,K03586.01,,FALSE POSITIVE
11968513,K03587.01,,FALSE POSITIVE
9656543,K03588.01,,FALSE POSITIVE
10751515,K03589.01,,FALSE POSITIVE
3348093,K03590.01,,FALSE POSITIVE
6182846,K03591.01,,FALSE POSITIVE
9851126,K03592.01,,FALSE POSITIVE
3442054,K03593.01,,FALSE POSITIVE
4079530,K03594.01,,FALSE POSITIVE
10677186,K03595.01,,FALSE POSITIVE
9025914,K03596.01,,FALSE POSITIVE
9366988,K03597.01,,FALSE POSITIVE
2437149,K03598.01,,FALSE POSITIVE
9715925,K03599.01,,FALSE POSITIVE
9529733,K03600.01,,FALSE POSITIVE
9613070,K03601.01,,FALSE POSITIVE
10845188,K03602.01,,FALSE POSITIVE
5730394,K03603.01,,FALSE POSITIVE
6956216,K03604.01,,FALSE POSITIVE
6137704,K03605.01,,FALSE POSITIVE
10275074,K03606.01,,FALSE POSITIVE
9110346,K03607.01,,FALSE POSITIVE
10259301,K03608.01,,FALSE POSITIVE
6233903,K03609.01,,FALSE POSITIVE
7212066,K03610.01,,FALSE POSITIVE
7212066,K03610.02,,FALSE POSITIVE
6675060,K03611.01,,FALSE POSITIVE
10518735,K03612.01,,FALSE POSITIVE
6546508,K03613.01,,FALSE POSITIVE
9886224,K03614.01,,FALSE POSITIVE
3735634,K03615.01,,FALSE POSITIVE
6058875,K03616.01,,FALSE POSITIVE
10735564,K03617.01,,FALSE POSITIVE
9636559,K03618.01,,FALSE POSITIVE
8095110,K03619.01,,FALSE POSITIVE
11499263,K03620.01,,FALSE POSITIVE
9775253,K03621.01,,FALSE POSITIVE
6677267,K03622.01,,FALSE POSITIVE
7732791,K03623.01,,FALSE POSITIVE
8177798,K03624.01,,FALSE POSITIVE
10489521,K03625.01,,FALSE POSITIVE
12643582,K03626.01,,FALSE POSITIVE
10091110,K03627.01,,FALSE POSITIVE
10091110,K03627.02,,FALSE POSITIVE
3542574,K03628.01,,FALSE POSITIVE
3544694,K03629.01,,FALSE POSITIVE
10259029,K03630.01,,FALSE POSITIVE
8299947,K03631.01,,FALSE POSITIVE
3335813,K03632.01,,FALSE POSITIVE
11858741,K03633.01,,FALSE POSITIVE
6363494,K03634.01,,FALSE POSITIVE
3327992,K03635.01,,FALSE POSITIVE
5649206,K03636.01,,FALSE POSITIVE
5193384,K03637.01,,FALSE POSITIVE
5181804,K03638.01,,FALSE POSITIVE
10491544,K03639.01,,FALSE POSITIVE
8052474,K03640.01,,FALSE POSITIVE
3534118,K03641.01,,FALSE POSITIVE
3534118,K03641.02,,FALSE POSITIVE
2441161,K03642.01,,FALSE POSITIVE
3231120,K03643.01,,FALSE POSITIVE
12216706,K03644.01,,FALSE POSITIVE
12216706,K03644.02,,FALSE POSITIVE
5816806,K03645.01,,FALSE POSITIVE
6531496,K03646.01,,FALSE POSITIVE
6531496,K03646.02,,FALSE POSITIVE
9661869,K03647.01,,FALSE POSITIVE
3097352,K03648.01,,FALSE POSITIVE
6066379,K03649.01,,FALSE POSITIVE
6227560,K03650.01,,FALSE POSITIVE
5866104,K03651.01,,FALSE POSITIVE
8256044,K03652.01,,FALSE POSITIVE
8780968,K03653.01,,FALSE POSITIVE
6960446,K03654.01,,FALSE POSITIVE
8264097,K03655.01,,FALSE POSITIVE
6312521,K03656.01,,FALSE POSITIVE
4579321,K03657.01,,FALSE POSITIVE
1575690,K03658.01,,FALSE POSITIVE
4386047,K03659.01,,FALSE POSITIVE
5103998,K03660.01,,FALSE POSITIVE
7910148,K03661.01,,FALSE POSITIVE
12459731,K03662.01,,FALSE POSITIVE
12735740,K03663.01,Kepler-86 b,CANDIDATE
4678875,K03664.01,,FALSE POSITIVE
7812175,K03665.01,,FALSE POSITIVE
7708193,K03666.01,,FALSE POSITIVE
11200767,K03667.01,,FALSE POSITIVE
8589731,K03668.01,,FALSE POSITIVE
4356766,K03669.01,,FALSE POSITIVE
2167890,K03670.01,,FALSE POSITIVE
10383696,K03671.01,,FALSE POSITIVE
9777090,K03672.01,,FALSE POSITIVE
11455484,K03673.01,,FALSE POSITIVE
2446623,K03674.01,,FALSE POSITIVE
9596089,K03675.01,,FALSE POSITIVE
5738506,K03676.01,,FALSE POSITIVE
3340313,K03677.01,,FALSE POSITIVE
4150804,K03678.01,Kepler-1513 b,CANDIDATE
5021174,K03679.01,,FALSE POSITIVE
9025971,K03680.01,Kepler-1657 b,CANDIDATE
2581316,K03681.01,Kepler-1514 b,CANDIDATE
2581316,K03681.02,,CANDIDATE
8621353,K03682.01,,FALSE POSITIVE
10795103,K03683.01,Kepler-1515 b,CANDIDATE
9394601,K03684.01,,FALSE POSITIVE
8494410,K03685.01,,FALSE POSITIVE
8494410,K03685.02,Kepler-1516 b,CANDIDATE
9719636,K03686.01,,FALSE POSITIVE
2452440,K03687.01,,FALSE POSITIVE
5020034,K03688.01,,FALSE POSITIVE
7017372,K03689.01,,CANDIDATE
9715939,K03690.01,,FALSE POSITIVE
4751083,K03691.01,,FALSE POSITIVE
4751083,K03691.02,,FALSE POSITIVE
5903301,K03692.01,,FALSE POSITIVE
7695087,K03693.01,,FALSE POSITIVE
6200709,K03694.01,,FALSE POSITIVE
8043052,K03695.01,,FALSE POSITIVE
5435816,K03696.01,,FALSE POSITIVE
8559589,K03697.01,,FALSE POSITIVE
4372765,K03698.01,,FALSE POSITIVE
2438490,K03699.01,,FALSE POSITIVE
3838496,K03700.01,,FALSE POSITIVE
6470521,K03701.01,,FALSE POSITIVE
2449090,K03702.01,,FALSE POSITIVE
5652260,K03703.01,,FALSE POSITIVE
2569494,K03704.01,,FALSE POSITIVE
6470516,K03705.01,,FALSE POSITIVE
7770471,K03706.01,,FALSE POSITIVE
5130380,K03707.01,,FALSE POSITIVE
6314173,K03708.01,,FALSE POSITIVE
2576107,K03709.01,,FALSE POSITIVE
9532421,K03710.01,,FALSE POSITIVE
5653849,K03711.01,,FALSE POSITIVE
2437060,K03712.01,,FALSE POSITIVE
8127648,K03713.01,,FALSE POSITIVE
11564013,K03714.01,,FALSE POSITIVE
4937143,K03715.01,,FALSE POSITIVE
8719324,K03716.01,,FALSE POSITIVE
8719324,K03716.02,,FALSE POSITIVE
11241814,K03717.01,,FALSE POSITIVE
5036537,K03718.01,,FALSE POSITIVE
9837083,K03719.01,,FALSE POSITIVE
10735331,K03720.01,,FALSE POSITIVE
7763269,K03721.01,,FALSE POSITIVE
8365739,K03722.01,,CANDIDATE
5471606,K03723.01,,FALSE POSITIVE
11200405,K03724.01,,FALSE POSITIVE
3459199,K03725.01,,FALSE POSITIVE
6973796,K03726.01,,FALSE POSITIVE
12023089,K03727.01,,FALSE POSITIVE
7515679,K03728.01,Kepler-1517 b,CANDIDATE
9674592,K03729.01,,FALSE POSITIVE
9674592,K03729.02,,FALSE POSITIVE
10879213,K03730.01,,FALSE POSITIVE
5650314,K03731.01,,FALSE POSITIVE
8302302,K03732.01,,FALSE POSITIVE
9655858,K03733.01,,FALSE POSITIVE
10275880,K03734.01,,FALSE POSITIVE
2166200,K03735.01,,FALSE POSITIVE
3547315,K03736.01,,FALSE POSITIVE
6933781,K03737.01,,FALSE POSITIVE
5478083,K03738.01,,FALSE POSITIVE
10857342,K03739.01,,FALSE POSITIVE
5215700,K03740.01,,FALSE POSITIVE
8780959,K03741.01,,FALSE POSITIVE
8780959,K03741.02,,CANDIDATE
8780959,K03741.03,Kepler-1518 b,CANDIDATE
8780959,K03741.04,,CANDIDATE
5565486,K03742.01,,FALSE POSITIVE
4935914,K03743.01,,FALSE POSITIVE
11303811,K03744.01,,FALSE POSITIVE
2437783,K03745.01,,FALSE POSITIVE
12062660,K03746.01,,FALSE POSITIVE
9777087,K03747.01,,FALSE POSITIVE
9777087,K03747.02,,FALSE POSITIVE
4247807,K03748.01,,FALSE POSITIVE
4247807,K03748.02,,FALSE POSITIVE
11547869,K03749.01,,CANDIDATE
7700590,K03750.01,,FALSE POSITIVE
9053086,K03751.01,,FALSE POSITIVE
6314185,K03752.01,,FALSE POSITIVE
8620561,K03753.01,,FALSE POSITIVE
8937019,K03754.01,,FALSE POSITIVE
9896435,K03755.01,,FALSE POSITIVE
10352938,K03756.01,,FALSE POSITIVE
6863161,K03757.01,,FALSE POSITIVE
7840035,K03758.01,,FALSE POSITIVE
8543279,K03759.01,,FALSE POSITIVE
8047283,K03760.01,,FALSE POSITIVE
8308347,K03761.01,,CANDIDATE
11518142,K03762.01,Kepler-1519 b,CANDIDATE
3114667,K03763.01,,FALSE POSITIVE
3344427,K03764.01,,FALSE POSITIVE
12109845,K03765.01,,FALSE POSITIVE
3954227,K03766.01,,FALSE POSITIVE
8323764,K03767.01,,CANDIDATE
5360082,K03768.01,,FALSE POSITIVE
6543683,K03769.01,,FALSE POSITIVE
5008245,K03770.01,,CANDIDATE
10555365,K03771.01,,FALSE POSITIVE
5481426,K03772.01,,FALSE POSITIVE
10268903,K03773.01,,FALSE POSITIVE
6205481,K03774.01,,FALSE POSITIVE
7220320,K03775.01,,FALSE POSITIVE
9291378,K03776.01,,FALSE POSITIVE
4075067,K03777.01,,CANDIDATE
12405950,K03778.01,,FALSE POSITIVE
5206233,K03779.01,,FALSE POSITIVE
6775985,K03780.01,,FALSE POSITIVE
3324644,K03781.01,,FALSE POSITIVE
11357192,K03782.01,,FALSE POSITIVE
9533489,K03783.01,,FALSE POSITIVE
5688997,K03784.01,,FALSE POSITIVE
4073730,K03785.01,,FALSE POSITIVE
2854948,K03786.01,,FALSE POSITIVE
7813039,K03787.01,,CANDIDATE
9405541,K03788.01,,FALSE POSITIVE
8906045,K03789.01,,FALSE POSITIVE
7296094,K03790.01,,FALSE POSITIVE
5437945,K03791.01,Kepler-460 b,CANDIDATE
5437945,K03791.02,Kepler-460 c,CANDIDATE
12009347,K03792.01,,FALSE POSITIVE
