# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:44:06 2019
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
#
kepid,kepoi_name,kepler_name,koi_impact,koi_impact_err1,koi_impact_err2
7289338,K03420.02,,0.430,0.015,-0.430
5004909,K03421.01,,0.682,0.271,-0.442
5898983,K03422.01,,0.491,0.451,-0.286
3745559,K03423.01,,0.122,0.331,-0.122
8356054,K03424.01,,0.915,0.031,-0.029
9117416,K03425.01,,0.193,0.270,-0.193
9117416,K03425.02,,0.001,0.455,-0.001
9117416,K03425.03,,0.785,0.178,-0.572
5900235,K03426.01,,0.551,0.034,-0.460
9907505,K03427.01,,0.810,0.015,-0.014
9027909,K03428.01,Kepler-1496 b,0.083,0.376,-0.083
9230021,K03429.01,,0.623,0.000,-0.498
9230021,K03429.02,Kepler-1497 b,0.025,0.416,-0.025
9230021,K03429.04,,0.624,0.020,-0.486
7697103,K03430.01,,0.021,0.426,-0.021
9267996,K03431.01,,0.971,0.027,-0.685
8738775,K03432.01,Kepler-1498 b,0.186,0.267,-0.186
7093401,K03433.01,,1.280,32.010,-1.095
8628665,K03434.01,,0.378,0.082,-0.378
3945802,K03435.01,,0.207,0.261,-0.207
6265665,K03436.01,Kepler-1499 b,0.348,0.121,-0.348
4645174,K03437.01,Kepler-1500 b,0.896,0.059,-0.606
4645174,K03437.02,,0.984,0.024,-0.709
6599975,K03438.01,Kepler-1501 b,0.031,0.433,-0.031
4282191,K03439.01,Kepler-1502 b,0.671,0.052,-0.493
3559860,K03440.01,,0.044,0.413,-0.044
3559860,K03440.02,,0.643,0.324,-0.412
10651945,K03441.01,,0.860,0.009,-0.009
9837586,K03442.01,,0.993,0.342,-0.231
7288306,K03443.01,Kepler-1503 b,0.049,0.411,-0.049
5384713,K03444.01,,0.047,0.419,-0.047
5384713,K03444.02,,0.974,24.400,-0.053
5384713,K03444.03,,0.005,0.450,-0.005
5384713,K03444.04,,0.013,0.450,-0.013
11860395,K03445.01,Kepler-1504 b,0.859,0.085,-0.606
2852528,K03446.01,,0.576,0.384,-0.358
3348216,K03448.01,,0.421,0.036,-0.421
10798838,K03449.01,,1.158,0.057,-0.056
8560940,K03450.01,,0.716,0.210,-0.484
10793576,K03451.01,,0.147,0.302,-0.147
7021177,K03452.01,,0.454,0.007,-0.008
4932689,K03453.01,,1.235,70.470,-0.839
7122259,K03454.01,,0.743,0.007,-0.007
6947668,K03455.01,,0.121,0.327,-0.121
6364582,K03456.01,Kepler-1505 b,0.852,0.035,-0.582
9834257,K03457.01,,1.267,34.110,-0.089
6118370,K03458.01,Kepler-1506 b,0.044,0.403,-0.044
2717158,K03459.01,,0.943,0.019,-0.638
9664276,K03460.01,,0.246,0.209,-0.246
2437112,K03461.01,,0.936,0.015,-0.660
2437112,K03461.02,,0.144,0.332,-0.144
9967009,K03462.01,,0.212,0.252,-0.212
9967009,K03462.02,,0.397,0.059,-0.397
5294945,K03463.01,,0.709,0.047,-0.497
11874338,K03464.01,,1.211,72.770,-2.220
9763612,K03465.01,Kepler-1507 b,0.135,0.321,-0.135
9468384,K03466.01,,0.207,0.006,-0.006
7121885,K03467.01,,1.979,0.511,-0.220
5213404,K03468.01,Kepler-1508 b,0.922,0.046,-0.651
4844470,K03469.01,,0.618,0.303,-0.402
9995771,K03470.01,,0.114,0.335,-0.114
9995771,K03470.02,Kepler-1509 b,0.232,0.205,-0.232
11875511,K03471.01,,1.010,0.256,-0.066
9536108,K03472.01,,0.283,0.178,-0.283
8905246,K03473.01,,0.669,0.001,-0.519
5213230,K03474.01,,0.102,0.347,-0.102
5986209,K03476.01,,1.004,0.062,-0.047
9226339,K03477.01,,1.139,74.890,-1.953
7742408,K03478.01,,0.961,0.002,-0.690
6525209,K03479.01,,0.487,0.001,-0.001
6525209,K03479.02,,0.825,0.143,-0.588
9843517,K03480.01,,0.036,0.416,-0.036
8812045,K03481.01,,0.250,0.218,-0.250
7288444,K03482.01,,0.802,0.140,-0.549
3101923,K03483.01,,0.027,0.425,-0.027
10881457,K03484.01,Kepler-1510 b,0.010,0.428,-0.010
5471289,K03485.01,,0.973,,
8121328,K03486.01,,0.980,0.049,-0.782
9783760,K03487.01,,1.026,0.122,-0.065
9528430,K03489.01,,0.099,0.009,-0.017
8882847,K03490.01,,1.225,70.980,-5.899
12164634,K03491.01,,0.899,0.004,-0.005
5193077,K03492.01,,0.709,0.243,-0.488
8880123,K03493.01,,0.266,0.205,-0.266
8231667,K03494.01,,0.020,0.423,-0.020
9474756,K03495.01,,0.923,0.031,-0.630
9474756,K03495.02,,0.853,0.021,-0.602
7517261,K03496.01,Kepler-1511 b,0.355,0.108,-0.355
7517261,K03496.02,,0.748,0.226,-0.505
8424002,K03497.01,Kepler-1512 b,0.925,0.005,-0.693
8635938,K03498.01,,1.182,72.640,-1.590
5471688,K03499.01,,0.330,0.124,-0.330
6058816,K03500.01,,0.127,0.317,-0.127
6058816,K03500.02,,0.673,0.292,-0.449
6286161,K03501.01,,22.280,60.610,-18.330
5385471,K03502.01,,0.945,0.020,-0.029
6368175,K03503.01,,0.777,0.212,-0.555
5471158,K03504.01,,0.960,,
4847843,K03505.01,,1.208,39.190,-1.303
8719419,K03506.01,,1.151,66.610,-0.369
6697817,K03508.01,,0.066,0.389,-0.066
3439096,K03509.01,,1.176,3.294,-0.105
9028474,K03510.01,,0.542,0.030,-0.020
3644542,K03511.01,,0.527,0.002,-0.003
6182849,K03512.01,,0.245,0.002,-0.002
9851142,K03513.01,,0.235,0.003,-0.003
7117003,K03514.01,,0.531,0.005,-0.004
3240159,K03515.01,,1.221,0.015,-0.015
9658118,K03516.01,,0.461,0.007,-0.006
7132542,K03517.01,,0.486,0.005,-0.005
8589754,K03518.01,,0.558,0.005,-0.005
3757590,K03520.01,,0.549,0.002,-0.002
5456023,K03521.01,,0.580,0.014,-0.014
12021387,K03522.01,,0.418,0.001,-0.001
8044608,K03523.01,,0.718,0.003,-0.003
8760135,K03524.01,,0.492,0.009,-0.007
4073707,K03525.01,,1.777,0.116,-0.101
10292238,K03526.01,,0.703,0.015,-0.015
8733497,K03527.01,,0.728,0.022,-0.023
4255422,K03528.01,,1.091,0.022,-0.022
9837544,K03529.01,,0.612,0.029,-0.020
7877824,K03530.01,,0.395,0.007,-0.007
6947164,K03531.01,,0.882,0.017,-0.018
10748621,K03532.01,,0.598,0.018,-0.021
4824268,K03533.01,,0.857,0.122,-0.025
6431670,K03534.01,,0.559,0.010,-0.011
7376500,K03535.01,,0.547,0.021,-0.018
7987086,K03536.01,,0.995,0.050,-0.053
7374746,K03537.01,,0.869,0.027,-0.021
8668810,K03538.01,,0.395,0.008,-0.007
8868907,K03539.01,,0.888,0.060,-0.048
8868364,K03541.01,,0.356,0.002,-0.003
3964545,K03542.01,,0.708,0.247,-0.041
9656397,K03543.01,,0.596,0.005,-0.009
3735629,K03544.01,,0.290,0.013,-0.015
8244173,K03545.01,,0.488,0.012,-0.013
7287391,K03546.01,,0.544,0.011,-0.015
6756202,K03547.01,,0.761,0.031,-0.041
10215869,K03548.01,,0.191,0.016,-0.018
2307206,K03549.01,,0.490,0.014,-0.014
7025540,K03550.01,,0.424,0.019,-0.021
7620844,K03551.01,,0.896,0.038,-0.036
6233466,K03552.01,,3.454,0.558,-0.339
11249624,K03553.01,,0.720,0.023,-0.022
6426592,K03554.01,,0.708,0.016,-0.019
8491745,K03555.01,,0.234,0.004,-0.006
3970117,K03556.01,,0.248,0.004,-0.004
5534965,K03557.01,,1.029,0.092,-0.039
9965206,K03558.01,,0.795,0.022,-0.018
4848423,K03560.01,,0.518,0.003,-0.004
11403216,K03561.01,,15.329,20.750,-3.897
9948002,K03562.01,,0.944,0.016,-0.013
5264304,K03563.01,,0.845,0.064,-0.068
10960995,K03564.01,,0.507,0.013,-0.010
9592575,K03565.01,,1.107,0.047,-0.067
7898576,K03566.01,,0.294,0.003,-0.003
11671429,K03567.01,,0.523,0.003,-0.004
9773869,K03568.01,,0.507,0.027,-0.030
6707942,K03569.01,,0.802,0.002,-0.002
5023948,K03570.01,,0.845,0.006,-0.007
5113053,K03571.01,,0.465,0.005,-0.005
4743508,K03572.01,,13.376,26.070,-1.491
10068919,K03573.01,,1.295,36.420,-0.116
7353970,K03574.01,,1.149,0.051,-0.043
12316447,K03575.01,,2.790,0.146,-0.154
10491554,K03576.01,,0.603,0.045,-0.043
9785454,K03577.01,,0.886,0.008,-0.008
10464666,K03578.01,,0.871,0.015,-0.013
5024292,K03579.01,,0.790,0.010,-0.011
4659255,K03580.01,,0.880,0.094,-0.046
8263746,K03581.01,,0.471,0.020,-0.018
3428468,K03582.01,,0.780,0.025,-0.026
5130740,K03583.01,,1.155,0.125,-0.076
9892471,K03584.01,,1.099,0.474,-0.042
2019076,K03585.01,,0.989,0.034,-0.005
7376490,K03586.01,,1.238,0.082,-0.062
11968513,K03587.01,,0.898,0.127,-0.093
9656543,K03588.01,,0.558,0.021,-0.020
10751515,K03589.01,,0.625,0.002,-0.002
3348093,K03590.01,,1.121,0.096,-0.087
6182846,K03591.01,,1.039,0.189,-0.122
9851126,K03592.01,,0.195,0.011,-0.018
3442054,K03593.01,,0.433,0.003,-0.003
4079530,K03594.01,,0.381,0.010,-0.013
10677186,K03595.01,,0.436,0.005,-0.006
9025914,K03596.01,,0.526,0.004,-0.004
9366988,K03597.01,,0.455,0.021,-0.037
2437149,K03598.01,,0.524,0.018,-0.017
9715925,K03599.01,,0.690,0.015,-0.013
9529733,K03600.01,,0.471,0.003,-0.005
9613070,K03601.01,,1.747,0.303,-0.157
10845188,K03602.01,,1.170,0.118,-0.066
5730394,K03603.01,,0.459,0.002,-0.002
6956216,K03604.01,,0.486,0.003,-0.003
6137704,K03605.01,,1.135,0.050,-0.045
10275074,K03606.01,,1.261,0.079,-0.107
9110346,K03607.01,,0.618,0.054,-0.028
10259301,K03608.01,,1.047,0.210,-0.098
6233903,K03609.01,,0.843,0.012,-0.012
7212066,K03610.01,,1.189,0.244,-0.138
6675060,K03611.01,,0.707,0.018,-0.018
10518735,K03612.01,,0.692,0.029,-0.031
6546508,K03613.01,,1.110,0.025,-0.027
9886224,K03614.01,,0.001,0.147,-0.001
3735634,K03615.01,,1.254,0.086,-0.069
6058875,K03616.01,,0.691,0.013,-0.013
10735564,K03617.01,,0.731,0.011,-0.018
9636559,K03618.01,,0.398,0.003,-0.004
8095110,K03619.01,,1.209,0.034,-0.030
11499263,K03620.01,,1.131,0.083,-0.076
9775253,K03621.01,,1.566,1.119,-0.596
6677267,K03622.01,,1.269,0.260,-0.197
7732791,K03623.01,,1.014,10.790,-0.192
8177798,K03624.01,,1.236,0.112,-0.104
10489521,K03625.01,,0.421,0.009,-0.009
12643582,K03626.01,,0.864,0.103,-0.182
10091110,K03627.01,,0.767,0.002,-0.004
10091110,K03627.02,,1.225,0.377,-0.144
3542574,K03628.01,,,,
3544694,K03629.01,,1.001,0.036,-0.040
10259029,K03630.01,,0.912,0.062,-0.053
8299947,K03631.01,,0.509,0.015,-0.014
3335813,K03632.01,,1.272,0.135,-0.164
11858741,K03633.01,,0.002,0.069,-0.002
6363494,K03634.01,,1.040,0.107,-0.059
3327992,K03635.01,,1.278,4.523,-0.349
5649206,K03636.01,,0.477,0.009,-0.009
5193384,K03637.01,,0.000,0.056,0.000
5181804,K03638.01,,4.203,44.260,-0.086
10491544,K03639.01,,1.263,0.091,-0.182
8052474,K03640.01,,1.001,0.022,-0.020
3534118,K03641.01,,0.936,0.093,-0.046
3534118,K03641.02,,,,
2441161,K03642.01,,1.003,0.170,-0.127
3231120,K03643.01,,0.733,0.054,-0.033
12216706,K03644.01,,0.895,0.022,-0.029
5816806,K03645.01,,0.469,0.006,-0.007
6531496,K03646.01,,1.073,0.029,-0.027
6531496,K03646.02,,1.263,0.224,-0.117
9661869,K03647.01,,5.499,29.560,-0.844
3097352,K03648.01,,0.170,0.038,-0.066
6066379,K03649.01,,0.928,0.027,-0.022
6227560,K03650.01,,5.250,36.620,-0.078
5866104,K03651.01,,0.750,0.067,-0.051
8256044,K03652.01,,1.066,0.110,-0.079
8780968,K03653.01,,0.743,0.012,-0.013
6960446,K03654.01,,0.965,0.261,-0.129
8264097,K03655.01,,0.642,0.020,-0.020
6312521,K03656.01,,0.851,0.086,-0.069
4579321,K03657.01,,1.285,0.551,-0.303
1575690,K03658.01,,1.198,24.640,-0.027
4386047,K03659.01,,0.334,0.010,-0.018
5103998,K03660.01,,1.036,4.346,-0.339
7910148,K03661.01,,1.268,0.151,-0.097
12459731,K03662.01,,0.795,0.072,-0.058
12735740,K03663.01,Kepler-86 b,0.248,0.050,-0.075
4678875,K03664.01,,0.441,0.003,-0.004
7812175,K03665.01,,0.692,0.013,-0.011
7708193,K03666.01,,1.522,0.242,-0.155
11200767,K03667.01,,1.330,0.355,-0.274
8589731,K03668.01,,1.268,0.090,-0.079
4356766,K03669.01,,0.630,0.011,-0.016
2167890,K03670.01,,0.873,0.232,-0.083
10383696,K03671.01,,0.941,0.037,-0.032
9777090,K03672.01,,0.739,0.048,-0.050
11455484,K03673.01,,0.477,0.009,-0.015
2446623,K03674.01,,1.149,0.133,-0.097
9596089,K03675.01,,0.894,0.952,-0.285
5738506,K03676.01,,0.444,0.032,-0.028
3340313,K03677.01,,1.134,0.104,-0.215
4150804,K03678.01,Kepler-1513 b,0.284,0.061,-0.103
5021174,K03679.01,,0.529,0.024,-0.032
9025971,K03680.01,Kepler-1657 b,0.120,0.068,-0.120
2581316,K03681.01,Kepler-1514 b,0.004,0.079,-0.004
2581316,K03681.02,,0.877,0.048,-0.618
8621353,K03682.01,,0.692,0.028,-0.027
10795103,K03683.01,Kepler-1515 b,0.016,0.146,-0.015
9394601,K03684.01,,0.481,0.004,-0.003
8494410,K03685.01,,1.056,0.322,-0.087
8494410,K03685.02,Kepler-1516 b,0.366,0.071,-0.366
9719636,K03686.01,,0.011,0.178,-0.011
2452440,K03687.01,,0.592,0.006,-0.008
5020034,K03688.01,,0.933,0.039,-0.023
7017372,K03689.01,,0.650,0.021,-0.041
9715939,K03690.01,,1.241,0.317,-0.173
4751083,K03691.01,,1.183,0.390,-0.168
5903301,K03692.01,,1.258,0.098,-0.091
7695087,K03693.01,,1.224,0.220,-0.141
6200709,K03694.01,,0.629,0.028,-0.038
8043052,K03695.01,,1.185,42.830,-0.790
5435816,K03696.01,,1.189,0.586,-0.173
8559589,K03697.01,,1.266,0.170,-0.094
4372765,K03698.01,,0.522,0.131,-0.045
2438490,K03699.01,,0.633,0.021,-0.025
3838496,K03700.01,,1.117,0.103,-0.123
6470521,K03701.01,,5.106,1.310,-0.013
2449090,K03702.01,,0.964,0.052,-0.041
5652260,K03703.01,,1.046,0.072,-0.046
2569494,K03704.01,,0.410,0.032,-0.035
6470516,K03705.01,,0.771,0.012,-0.011
7770471,K03706.01,,0.260,0.005,-0.003
5130380,K03707.01,,0.576,0.007,-0.012
6314173,K03708.01,,0.382,0.022,-0.019
2576107,K03709.01,,1.215,42.240,-0.128
9532421,K03710.01,,1.993,49.450,-1.520
5653849,K03711.01,,0.851,0.004,-0.005
2437060,K03712.01,,0.665,0.064,-0.033
8127648,K03713.01,,1.409,4.349,-0.137
11564013,K03714.01,,1.258,18.240,-0.292
4937143,K03715.01,,1.250,5.196,-0.113
8719324,K03716.01,,,,
8719324,K03716.02,,,,
11241814,K03717.01,,1.250,1.427,-0.117
5036537,K03718.01,,0.882,0.006,-0.007
9837083,K03719.01,,1.137,0.082,-0.042
10735331,K03720.01,,0.981,0.046,-0.030
7763269,K03721.01,,1.287,51.870,-0.254
8365739,K03722.01,,,,
5471606,K03723.01,,0.836,0.004,-0.005
11200405,K03724.01,,0.634,0.032,-0.055
3459199,K03725.01,,1.295,2.616,-0.008
6973796,K03726.01,,0.028,0.283,-0.028
7515679,K03728.01,Kepler-1517 b,0.902,0.013,-0.629
9674592,K03729.01,,0.958,1.367,-0.043
9674592,K03729.02,,,,
10879213,K03730.01,,0.773,0.110,-0.081
5650314,K03731.01,,1.269,0.267,-0.175
8302302,K03732.01,,1.282,0.120,-0.084
9655858,K03733.01,,0.815,0.596,-0.194
10275880,K03734.01,,4.676,1.538,-0.542
2166200,K03735.01,,0.786,0.302,-0.175
3547315,K03736.01,,0.966,0.911,-0.109
6933781,K03737.01,,1.258,60.120,-0.118
5478083,K03738.01,,6.286,25.850,-0.359
10857342,K03739.01,,0.511,0.011,-0.014
5215700,K03740.01,,1.439,0.052,-0.050
8780959,K03741.01,,3.651,0.703,-0.063
8780959,K03741.02,,0.105,0.352,-0.105
8780959,K03741.03,Kepler-1518 b,0.962,0.011,-0.765
8780959,K03741.04,,0.951,0.027,-0.650
5565486,K03742.01,,0.846,0.046,-0.037
4935914,K03743.01,,1.138,20.480,-0.017
11303811,K03744.01,,1.231,33.520,-3.449
2437783,K03745.01,,10.337,65.910,-5.730
12062660,K03746.01,,1.025,0.099,-0.078
9777087,K03747.01,,1.215,29.790,-0.337
4247807,K03748.01,,1.275,0.196,-0.109
11547869,K03749.01,,1.056,17.110,-0.042
7700590,K03750.01,,1.246,0.127,-0.096
9053086,K03751.01,,1.128,0.042,-0.035
6314185,K03752.01,,0.933,0.002,-0.002
8620561,K03753.01,,0.633,0.069,-0.184
8937019,K03754.01,,0.785,0.303,-0.092
9896435,K03755.01,,1.074,0.386,-0.085
10352938,K03756.01,,0.267,0.072,-0.267
6863161,K03757.01,,1.105,0.104,-0.087
7840035,K03758.01,,0.985,57.990,-0.003
8543279,K03759.01,,1.253,30.460,-0.083
8047283,K03760.01,,1.272,1.840,-0.126
8308347,K03761.01,,0.724,0.024,-0.056
11518142,K03762.01,Kepler-1519 b,0.647,0.040,-0.069
3114667,K03763.01,,0.453,0.022,-0.018
3344427,K03764.01,,0.548,0.027,-0.023
12109845,K03765.01,,3.068,1.482,-0.353
8323764,K03767.01,,0.557,0.035,-0.094
5360082,K03768.01,,0.473,0.041,-0.058
6543683,K03769.01,,1.281,0.083,-0.073
5008245,K03770.01,,0.644,0.151,-0.015
10555365,K03771.01,,0.478,0.110,-0.051
5481426,K03772.01,,0.611,0.068,-0.059
10268903,K03773.01,,,,
7220320,K03775.01,,1.157,0.069,-0.048
9291378,K03776.01,,1.306,0.380,-0.201
4075067,K03777.01,,1.250,6.792,-0.061
12405950,K03778.01,,1.091,0.157,-0.095
5206233,K03779.01,,3.380,5.509,-0.022
6775985,K03780.01,,1.020,61.540,-0.040
3324644,K03781.01,,1.051,0.028,-0.029
11357192,K03782.01,,0.972,0.152,-0.059
9533489,K03783.01,,1.251,17.950,-0.227
5688997,K03784.01,,1.293,68.960,-0.034
4073730,K03785.01,,0.989,0.209,-0.027
2854948,K03786.01,,1.169,0.255,-0.136
7813039,K03787.01,,0.912,0.052,-0.021
9405541,K03788.01,,1.174,14.190,-0.060
8906045,K03789.01,,1.051,0.042,-0.037
7296094,K03790.01,,0.599,0.020,-0.025
5437945,K03791.01,Kepler-460 b,0.424,0.039,-0.275
5437945,K03791.02,Kepler-460 c,0.023,0.334,-0.023
12009347,K03792.01,,0.913,0.021,-0.673
4037163,K03793.01,,0.872,0.073,-0.062
12557548,K03794.01,Kepler-1520 b,1.226,1.048,-0.080
3338660,K03795.01,,0.270,0.003,-0.007
3338674,K03796.01,,0.883,0.002,-0.003
5546277,K03797.01,,1.194,37.410,-0.191
5475736,K03798.01,,0.950,0.002,-0.002
9049673,K03799.01,,0.897,0.004,-0.005
9593759,K03800.01,,25.224,10.330,-0.013
8827930,K03801.01,,0.525,0.062,-0.358
5020044,K03802.01,,1.247,0.198,-0.088
6286155,K03803.01,,1.214,30.280,-0.176
7831363,K03804.01,,1.373,39.030,-1.238
4663185,K03805.01,,1.264,66.210,-0.005
5305471,K03806.01,,0.892,0.007,-0.017
10581918,K03807.01,,0.681,0.017,-0.017
3851949,K03808.01,,0.637,0.007,-0.009
9097892,K03809.01,,1.212,1.440,-0.133
5769943,K03810.01,,1.161,10.540,-0.021
4638237,K03811.01,,0.935,5.681,-0.029
6148271,K03812.01,,1.262,0.355,-0.202
5386904,K03813.01,,0.932,0.005,-0.009
2997178,K03814.01,,0.881,0.021,-0.614
6507433,K03815.01,,0.851,0.091,-0.616
7877818,K03816.01,,1.217,10.070,-0.156
5636642,K03817.01,,1.243,0.438,-0.161
6515722,K03818.01,,0.015,0.441,-0.015
5560831,K03819.01,,0.987,0.015,-0.015
5305404,K03820.01,,0.869,0.010,-0.015
5956776,K03821.01,,0.444,0.269,-0.398
8883727,K03822.01,,1.263,13.340,-0.136
4820550,K03823.01,,0.906,0.010,-0.028
6516874,K03824.01,,0.988,0.070,-0.047
5467113,K03825.01,,0.126,0.017,-0.021
8240123,K03826.01,,1.262,0.118,-0.084
10031907,K03828.01,,1.249,4.197,-0.108
4474637,K03829.01,,0.000,0.032,0.000
10676927,K03830.01,,0.293,0.053,-0.156
5649836,K03831.01,,0.634,0.008,-0.009
7620660,K03832.01,,0.985,5.945,-0.035
8435232,K03833.01,,0.472,0.037,-0.083
3836399,K03834.01,,1.184,1.589,-0.044
2581554,K03835.01,Kepler-1521 b,0.668,0.228,-0.449
7612691,K03836.01,,0.953,0.002,-0.003
9761573,K03837.01,,1.286,47.360,-0.518
8042789,K03838.01,,1.247,10.360,-0.126
10095484,K03839.01,,1.205,0.290,-0.097
5467102,K03840.01,,1.213,0.066,-0.061
8651551,K03841.01,,1.164,0.045,-0.034
9532637,K03842.01,,0.506,0.021,-0.018
5305451,K03843.01,,0.912,0.008,-0.016
7174349,K03844.01,,0.736,26.850,-0.041
11824218,K03845.01,,1.247,69.880,-1.944
7983756,K03846.01,,1.223,5.247,-0.089
7289165,K03847.01,,0.774,0.151,-0.537
12784167,K03848.01,Kepler-1522 b,0.036,0.386,-0.036
8949316,K03849.01,,1.197,5.680,-0.153
8912730,K03850.01,,1.415,9.637,-0.192
9784230,K03851.01,,0.670,0.042,-0.041
4949524,K03852.01,,1.312,0.004,-0.212
2697935,K03853.01,,2.441,0.821,-0.302
3550434,K03854.01,,1.257,16.470,-0.272
2558370,K03855.01,,0.946,1.227,-0.119
5397166,K03856.01,,1.240,3.466,-0.164
11825057,K03857.01,,0.279,0.008,-0.009
12306699,K03858.01,,1.258,12.650,-0.029
9692336,K03859.01,,0.337,0.004,-0.004
9641008,K03860.01,,1.223,2.712,-0.016
8588377,K03861.01,,1.244,18.960,-2.227
3644601,K03862.01,,1.263,71.840,-2.686
3644601,K03862.02,,1.221,68.370,-0.213
8459354,K03863.01,,0.879,0.021,-0.550
4164922,K03864.01,,0.597,0.327,-0.374
4164922,K03864.02,,0.412,0.052,-0.412
5535890,K03865.01,,0.447,0.020,-0.447
5215980,K03866.01,,1.249,0.062,-0.055
9353742,K03867.01,Kepler-1523 b,0.013,0.437,-0.013
9178185,K03868.01,,0.647,0.275,-0.437
6290382,K03869.01,,1.159,69.840,-0.168
8258160,K03870.01,,1.096,38.210,-0.106
9752982,K03871.01,,1.182,10.320,-0.123
4666008,K03872.01,,1.225,0.964,-0.161
8430105,K03873.01,,0.003,0.047,-0.003
11560037,K03874.01,,0.824,0.047,-0.575
11911561,K03875.01,,1.206,70.610,-0.033
3440118,K03876.01,,0.694,0.007,-0.509
9159265,K03877.01,,1.159,0.653,-0.067
4472818,K03878.01,Kepler-1524 b,0.545,0.035,-0.419
4472818,K03878.02,,0.966,0.005,-0.720
5560830,K03879.01,,1.270,0.150,-0.100
4147444,K03880.01,,0.405,0.067,-0.405
9592850,K03883.01,,0.489,0.034,-0.032
4579313,K03884.01,,1.207,5.812,-0.038
11614528,K03885.01,,1.193,11.560,-0.040
8848288,K03886.01,,0.935,0.004,-0.013
5308419,K03887.01,,1.227,3.020,-0.150
8260198,K03888.01,,1.193,2.539,-0.039
10733174,K03889.01,,0.974,6.665,-0.018
8564976,K03890.01,,0.409,0.041,-0.365
8765560,K03891.01,,1.230,6.923,-0.605
11760860,K03892.01,Kepler-1525 b,0.035,0.406,-0.035
3728432,K03893.01,Kepler-1526 b,0.111,0.335,-0.111
5473535,K03894.01,,1.186,6.500,-0.139
12106934,K03895.01,,6.282,2.824,-4.245
6222898,K03896.01,,0.025,0.442,-0.025
9161118,K03898.01,,1.229,0.111,-0.072
3556229,K03899.01,,0.839,0.021,-0.018
11911580,K03900.01,,1.201,70.340,-0.223
9480535,K03901.01,Kepler-1527 b,0.791,0.018,-0.565
10583225,K03902.01,,0.540,0.007,-0.486
5215251,K03903.01,,1.258,0.401,-0.137
5480736,K03904.01,,1.182,34.240,-0.901
8487748,K03905.01,,1.218,0.926,-0.064
9892856,K03906.01,,1.187,2.586,-0.099
7137213,K03907.01,,0.968,0.012,-0.672
10363115,K03908.01,,0.001,0.376,0.000
5966810,K03909.01,,0.002,0.419,-0.002
10491062,K03910.01,,1.220,1.303,-0.174
9761615,K03911.01,Kepler-1528 b,0.028,0.404,-0.028
4058881,K03912.01,,0.317,0.135,-0.317
10281221,K03913.01,,1.011,0.191,-0.039
5471496,K03914.01,,0.935,0.011,-0.018
4544620,K03915.01,,1.238,1.492,-0.058
5784777,K03916.01,Kepler-1529 b,0.020,0.435,-0.020
11466960,K03917.01,,0.103,0.350,-0.103
3124420,K03918.01,,0.959,0.094,-0.109
4649440,K03919.01,,1.200,72.710,-0.190
2437488,K03920.01,,1.027,43.290,-0.044
10083623,K03921.01,,0.979,0.081,-0.055
7024530,K03922.01,,0.873,0.013,-0.022
5015459,K03923.01,,1.323,27.110,-1.738
1433980,K03924.01,,0.877,0.012,-0.011
10788461,K03925.01,,0.898,0.014,-0.641
10788461,K03925.02,Kepler-1530 b,0.725,0.213,-0.495
10788461,K03925.03,Kepler-1530 c,0.804,0.031,-0.561
11667548,K03926.01,,1.298,0.765,-0.166
8868649,K03927.01,,0.978,0.293,-0.027
4242692,K03928.01,Kepler-1531 b,0.545,0.004,-0.474
8781480,K03929.01,,1.200,71.070,-2.993
11607176,K03930.01,,0.967,0.002,-0.003
10661718,K03931.01,,0.972,0.005,-0.003
6137681,K03932.01,,1.281,78.020,-6.512
11244682,K03933.01,,0.116,0.327,-0.116
9655419,K03934.01,,1.290,40.080,-0.131
5895158,K03935.01,Kepler-1532 b,0.174,0.283,-0.174
4947556,K03936.01,,0.399,0.065,-0.399
4947556,K03936.02,,0.930,0.032,-0.664
7362696,K03937.01,,1.224,63.080,-0.920
3865595,K03938.01,,0.820,0.022,-0.565
9593528,K03939.01,,1.269,38.150,-0.005
5195945,K03940.01,,1.068,59.800,-0.084
8552587,K03941.01,,1.190,0.461,-0.092
6019872,K03942.01,,1.173,2.430,-0.092
7679812,K03943.01,,0.015,0.304,-0.015
4864734,K03944.01,,1.220,6.594,-0.048
3121340,K03945.01,,1.148,2.841,-0.024
8636434,K03946.01,Kepler-1533 b,0.022,0.308,-0.022
5952366,K03947.01,,1.272,3.417,-0.105
5952366,K03947.02,,0.665,0.016,-0.473
6045250,K03948.01,,1.264,0.080,-0.056
5598595,K03949.01,,0.078,0.374,-0.078
4544572,K03950.01,,1.270,0.518,-0.148
5738634,K03951.01,,0.746,0.171,-0.507
10152836,K03952.01,,0.826,0.002,-0.609
10651816,K03953.01,,1.178,0.387,-0.114
8030339,K03954.01,,0.133,0.504,-0.133
8030339,K03954.02,Kepler-1534 b,0.616,0.347,-0.396
9899414,K03955.01,,1.249,0.285,-0.167
5471059,K03956.01,,1.519,45.620,-0.625
5471059,K03956.02,,0.174,0.279,-0.174
7458309,K03957.01,,1.173,0.049,-0.110
